Number_of_Referrals,Tenure_in_Months,Avg_Monthly_Long_Distance_Charges,Avg_Monthly_GB_Download,Monthly_Charge,Total_Regular_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Age,Number_of_Dependents,Zip_Code,Population,CLTV,Total_Customer_Svc_Requests,Product/Service_Issues_Reported,Customer_Satisfaction,Referred_a_Friend_Yes,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone_Service_Yes,Multiple_Lines_Yes,Internet_Service_Yes,Internet_Type_DSL,Internet_Type_Fiber Optic,Internet_Type_None,Online_Security_Yes,Online_Backup_Yes,Device_Protection_Plan_Yes,Premium_Tech_Support_Yes,Streaming_TV_Yes,Streaming_Movies_Yes,Streaming_Music_Yes,Unlimited_Data_Yes,Contract_One Year,Contract_Two Year,Paperless_Billing_Yes,Payment_Method_Credit Card,Payment_Method_Mailed Check,Gender_Male,Under_30_Yes,Senior_Citizen_Yes,Married_Yes,Dependents_Yes,Churn_Category_Competitor,Churn_Category_Dissatisfaction,Churn_Category_Other,Churn_Category_Price
4,55,22.74,21,90.45,5044.8,12.48,1059.0,1250.6999999999998,68,0,90063,55668,5140,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,68,29.67,85,85.5,5696.6,0.0,4842.0,2017.56,27,1,93234,6918,4380,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0
6,30,40.0,0,21.25,711.9,0.0,0.0,1200.0,58,3,92347,1933,3047,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
3,6,49.45,10,48.8,297.35,0.0,2.97,296.70000000000005,39,2,95426,1591,4538,1,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,1,22.56,2,52.572,50.55,0.0,0.0,22.56,69,0,95388,11463,3357,1,2,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,9,10.04,14,87.204,790.15,0.0,111.0,90.36,73,0,95636,659,3723,2,1,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,72,0.0,16,56.368,3937.45,0.0,630.0,0.0,51,0,95837,264,4481,2,0,2.993293091884641,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
0,17,38.78,59,106.65,1672.1,0.0,98.65,659.26,29,0,90743,174,2754,1,0,3.0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0,4,34.69,47,56.75,245.15,0.0,0.0,138.76,26,0,94523,32685,2401,2,0,2.993293091884641,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,32,25.21,29,100.048,3183.4,0.0,923.0,806.72,45,0,91711,34716,3606,4,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,26,40.35,13,85.75,2146.5,0.0,27.9,1049.1,48,0,95358,30668,3178,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,5,7.83,0,20.25,109.8,0.0,0.0,39.15,31,0,95070,30589,5064,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,23,8.72,18,79.35,1835.3,15.41,33.04,200.56,66,0,90815,38902,3558,0,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0
1,72,22.78,0,20.35,1354.4,0.0,0.0,1640.16,24,1,93728,16346,4949,2,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0
1,66,25.83,24,95.3,6273.4,0.0,150.56,1704.78,36,0,90025,41175,5706,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
7,72,27.93,0,25.1,1790.8,46.81,0.0,2010.96,49,2,91006,30028,4185,1,0,2.993293091884641,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
0,1,24.75,24,73.99600000000001,71.15,0.0,0.0,24.75,78,0,92210,3873,5287,2,0,3.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6,18,5.73,13,59.1,1011.05,31.05,131.0,103.14,74,0,90018,47143,2422,1,0,3.0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0
0,7,9.25,32,101.972,713.0,0.0,228.0,64.75,32,0,95002,2147,2561,3,1,1.0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
9,67,48.68,17,102.9,6989.7,0.0,1188.0,3261.56,72,0,93604,613,5869,3,0,2.993293091884641,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
6,32,48.49,82,89.6,2901.8,0.0,2379.0,1551.68,25,3,92233,7857,4444,1,2,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
7,69,0.0,13,29.8,2134.3,0.0,0.0,0.0,69,0,91962,1604,5681,0,0,2.993293091884641,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0
7,34,26.49,18,90.15,3128.8,0.0,56.32,900.66,71,0,91786,48827,3202,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
0,26,3.26,6,59.45,1507.0,0.0,0.0,84.75999999999999,47,0,96128,408,2074,0,0,2.993293091884641,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,4,43.77,41,44.8,176.2,0.0,0.0,175.08,28,0,92802,45086,5565,2,0,4.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1,41,45.04,32,116.428,4534.9,0.0,0.0,1846.64,66,0,92705,44117,3711,0,0,2.993293091884641,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
10,60,17.05,21,97.95,5867.0,0.0,0.0,1023.0,76,0,95324,7177,6150,0,0,2.993293091884641,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
5,68,9.76,15,86.45,5762.95,0.0,0.0,663.68,48,0,92060,234,4480,2,0,5.0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,11,9.52,4,94.2,999.9,0.0,40.0,104.72,54,0,95324,7177,2405,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,27,1.31,53,56.15,1439.35,0.0,763.0,35.370000000000005,29,0,96148,678,3056,3,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
8,29,5.35,0,26.1,692.55,0.0,0.0,155.14999999999998,62,2,93561,25805,2828,1,0,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0,1,0.0,19,33.6,33.6,0.0,0.0,0.0,44,1,94020,1622,4369,2,0,2.993293091884641,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,20,22.75,11,68.9,1370.35,0.0,151.0,455.0,44,0,93609,5446,3265,1,0,5.0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,46,46.83,2,79.2,3593.8,0.0,7.19,2154.18,56,0,95303,809,2007,1,0,4.0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,29.19,0,20.3,20.3,0.0,0.0,29.19,22,0,96007,21418,5203,0,0,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,1,15.92,12,73.112,70.3,0.0,0.0,15.92,57,0,90221,51387,5963,1,1,1.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,4,0.0,29,25.15,99.95,0.0,29.0,0.0,55,0,93669,327,3891,4,0,2.993293091884641,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,60,44.24,52,116.6,7049.5,0.0,3666.0,2654.4,22,0,95549,264,5680,2,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
1,25,35.27,4,94.016,2178.6,0.0,87.0,881.7500000000001,63,0,95046,5671,5801,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
1,7,5.13,4,50.648,340.25,0.0,14.0,35.91,61,0,92258,732,2984,1,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,33,17.63,19,79.0,2576.8,0.0,0.0,581.79,59,0,92561,1500,4396,0,0,2.993293091884641,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,1,10.98,0,20.2,20.2,0.0,0.0,10.98,28,0,93235,4517,5394,2,0,1.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
5,71,4.91,29,114.6,8100.25,0.0,0.0,348.61,45,3,95430,187,4071,2,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
5,4,42.71,62,58.760000000000005,235.1,0.0,0.0,170.84,38,3,90717,21065,5758,4,0,2.0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
6,68,16.09,53,103.75,7039.45,0.0,3731.0,1094.12,32,3,94132,26297,4121,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
0,7,46.79,28,77.89600000000002,541.15,0.0,152.0,327.53,62,0,95305,167,5159,3,4,2.993293091884641,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,10.05,51,70.25,70.25,0.0,0.0,10.05,20,0,90026,73686,4063,1,1,4.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,2,16.7,0,20.55,33.6,0.0,0.0,33.4,30,0,93308,44915,5629,2,1,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,2,11.75,4,70.46000000000001,116.65,0.0,5.0,23.5,58,0,95423,3684,2299,2,0,2.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,43,19.66,28,75.35,3161.4,0.0,0.0,845.38,39,0,92139,36351,4898,3,0,2.993293091884641,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
5,60,14.0,42,80.6,4946.7,0.0,2078.0,840.0,26,0,92625,13422,5667,2,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
2,72,11.66,28,112.25,8041.65,0.0,0.0,839.52,42,3,91324,25751,4099,1,0,2.993293091884641,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
0,41,36.47,8,56.3,2364.0,0.0,0.0,1495.27,40,0,90710,24660,2994,0,0,2.993293091884641,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4,59,16.39,14,94.75,5597.65,0.0,78.37,967.01,60,0,90003,58198,5238,2,0,3.0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,7,15.84,14,61.4,438.9,0.0,0.0,110.88,38,0,93606,807,2845,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,64,49.26,18,105.4,6794.75,32.24,1223.0,3152.64,61,0,92234,43141,4512,1,0,3.0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
9,45,21.73,0,20.0,886.4,0.0,0.0,977.85,42,2,92029,17944,5169,1,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
4,70,38.83,24,84.1,5979.7,0.0,1435.0,2718.1,63,3,90601,32050,5568,2,0,2.993293091884641,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
0,23,35.03,3,73.75,1756.6,0.0,5.27,805.69,37,0,95835,854,3483,0,0,2.993293091884641,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,58,18.43,10,89.85,5125.75,0.0,0.0,1068.94,71,1,95932,7503,5035,0,0,2.993293091884641,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0
1,20,27.96,0,20.35,393.15,0.0,0.0,559.2,23,0,91377,14814,4390,2,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
0,16,17.51,8,88.14,1350.15,0.0,108.0,280.16,76,0,92117,51213,5136,8,2,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7,53,31.86,56,78.75,3942.45,0.0,0.0,1688.58,43,3,93955,38244,5052,1,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
0,11,2.95,21,51.1,531.15,0.0,0.0,32.45,64,0,91104,38460,4467,1,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68,46.7,14,110.8,7553.6,0.0,0.0,3175.6000000000004,61,0,95640,9752,4545,3,0,2.993293091884641,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,16,38.32,82,74.55,1170.5,0.0,960.0,613.12,21,0,92868,23172,2893,1,0,3.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
1,5,11.54,21,83.35600000000001,385.0,0.0,81.0,57.7,57,1,92036,3577,5124,2,3,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
0,3,34.89,13,44.75,148.05,0.0,0.0,104.67,37,0,92501,18999,3422,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,67,30.75,6,94.224,6056.15,0.0,363.0,2060.25,31,0,92129,47224,4394,1,0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
0,39,0.0,14,35.55,1309.15,0.0,183.0,0.0,41,0,95917,3169,3752,0,0,2.993293091884641,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1,23,25.54,0,25.6,514.75,0.0,0.0,587.42,27,2,92660,28687,5939,0,0,2.993293091884641,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0
6,23,46.82,11,90.45,2117.25,0.0,0.0,1076.86,76,0,95410,1054,5272,0,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
1,3,3.29,10,83.61600000000001,224.05,0.0,0.0,9.87,74,0,95232,21,3834,0,0,2.993293091884641,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1,12,27.82,29,55.796,696.35,0.0,0.0,333.84000000000003,27,0,94607,21054,2595,2,1,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0
0,4,13.02,16,73.00800000000001,237.95,0.0,38.0,52.08,43,0,95620,18529,5094,3,1,1.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,37,12.69,69,91.15,3369.25,17.5,0.0,469.53,29,0,90815,38902,3194,3,1,3.0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0,1,1.17,30,98.384,94.6,0.0,0.0,1.17,56,0,94129,2240,4033,5,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,41,37.46,0,19.75,806.95,0.0,0.0,1535.86,40,0,95979,844,5678,1,1,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
8,43,5.25,59,99.3,4209.95,0.0,0.0,225.75,29,2,94925,9038,3280,3,2,3.0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
10,25,3.6,0,26.8,733.55,0.0,0.0,90.0,56,0,93262,56,3428,2,0,5.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
0,24,38.79,4,104.15,2494.65,0.0,0.0,930.96,48,0,92341,317,5813,3,0,2.993293091884641,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0.0,7,25.428,47.5,0.0,3.0,0.0,66,0,93591,6787,5573,3,0,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
0,22,5.28,0,26.25,605.9,0.0,0.0,116.16,47,0,93442,10909,5676,1,0,2.993293091884641,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,22,19.19,19,82.524,1730.35,0.0,329.0,422.18,48,0,92220,25859,4718,5,2,2.993293091884641,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6,67,5.48,0,19.4,1284.2,0.0,0.0,367.16,48,2,92587,13151,4890,0,0,2.993293091884641,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0
3,37,49.37,4,96.2,3473.4,0.0,0.0,1826.69,74,0,91011,20200,4127,1,3,2.993293091884641,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0
6,53,32.94,17,97.75,5043.2,0.0,0.0,1745.82,44,0,95465,1880,4488,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,70,39.63,29,113.88,7534.65,0.0,2185.0,2774.1000000000004,38,0,91356,27424,6136,1,0,2.993293091884641,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
0,38,46.18,0,24.25,914.4,35.61,0.0,1754.84,36,0,95119,10155,2997,0,0,2.993293091884641,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,54,34.27,20,100.05,5299.65,0.0,1060.0,1850.58,36,0,96010,269,4478,2,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,32,48.62,12,79.5,2665.0,0.0,31.98,1555.84,74,0,91762,54254,3041,1,2,2.993293091884641,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3,21,42.22,32,89.96000000000001,1808.7,0.0,579.0,886.62,50,0,95032,24443,2036,4,0,2.993293091884641,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,42.19,29,62.8,62.8,0.0,0.0,42.19,55,0,95461,7789,2438,1,1,2.993293091884641,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
8,38,6.97,0,20.4,743.5,0.0,0.0,264.86,62,0,92116,33083,3756,1,1,2.993293091884641,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,22,10.33,21,105.404,2317.1,0.0,0.0,227.26,44,0,94618,15438,4694,3,1,1.0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,57,9.1,16,79.75,4438.2,0.0,710.0,518.6999999999999,72,0,91020,7527,5371,2,0,2.993293091884641,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
0,1,20.3,16,50.15,50.15,0.0,0.0,20.3,45,0,95258,4176,4014,1,0,2.993293091884641,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,1,11.51,21,46.3,46.3,0.0,0.0,11.51,71,0,91913,12884,2546,2,0,4.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1,56,26.82,18,68.45,4014.0,0.0,0.0,1501.92,75,0,91913,12884,4368,0,0,2.993293091884641,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
0,7,11.01,18,51.3,419.35,0.0,75.0,77.07,73,0,92835,21157,3660,0,0,2.993293091884641,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
0,27,20.18,0,19.15,501.35,0.0,0.0,544.86,36,0,93101,31727,5606,1,0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6,18,31.79,19,78.2,1468.75,0.0,0.0,572.22,55,0,95228,2633,2831,1,2,2.993293091884641,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,5,22.16,0,20.05,95.55,0.0,0.0,110.8,26,0,96093,3749,2483,2,1,2.993293091884641,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
0,4,12.24,12,93.652,368.1,0.0,44.0,48.96,42,0,94108,13723,3212,1,0,3.0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,8,32.32,28,86.892,680.05,0.0,190.0,258.56,32,0,92401,1779,2879,2,1,1.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,28,16.85,14,84.292,2227.1,0.0,0.0,471.80000000000007,58,0,92338,23,5201,0,0,2.993293091884641,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8,14,45.57,10,82.65,1185.0,0.0,118.0,637.98,37,0,93422,29539,4965,2,0,5.0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,5.33,57,57.304,113.35,0.0,65.0,10.66,19,0,95222,4264,4235,4,0,2.993293091884641,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0
